,pre,pre.1,post,sp_trans_p,treatment
128,32,32,53,0.0059335408905789,ctr
129,32,32,293,5.548154096284008e-05,ctr
130,32,32,671,0.0004756572707523,ctr
131,57,57,105,0.0014611685567925,ctr
132,57,57,114,0.0021387266112652,ctr
133,91,91,122,0.000236498508544,ctr
134,91,91,389,0.0006912351887543,ctr
135,91,91,676,0.0006047075599543,ctr
136,91,91,716,0.0012422087138618,ctr
137,91,91,722,0.0026951722674373,ctr
138,91,91,755,0.0003961533006876,ctr
139,92,92,734,0.0001172937612128,ctr
140,92,92,761,0.0009397254811508,ctr
141,105,105,114,0.0008011552821753,ctr
142,105,105,676,0.0046258795599351,ctr
143,105,105,700,0.0039654134085571,ctr
144,122,122,132,0.0044467226656953,ctr
145,132,132,755,0.0042685214085866,ctr
146,143,143,149,0.0068822733014681,ctr
147,149,149,151,0.007294139234435,ctr
148,149,149,707,0.0035160925496378,ctr
149,151,151,181,0.0015873328037754,ctr
150,151,151,236,0.0041473718180357,ctr
151,151,151,661,0.0003916873807115,ctr
152,164,164,181,0.0004137505185436,ctr
153,164,164,343,0.0115231103967961,ctr
154,164,164,742,0.0013248771985568,ctr
155,181,181,185,0.0078210282597902,ctr
156,181,181,201,0.0015242524530502,ctr
157,181,181,236,0.0020865046130567,ctr
158,181,181,368,3.997658161983969e-05,ctr
159,181,181,665,0.0009601544274025,ctr
160,181,181,742,0.0008676814374312,ctr
161,185,185,264,0.0038084460961311,ctr
162,185,185,343,0.0004263705291,ctr
163,201,201,264,0.0024009739930519,ctr
164,201,201,328,0.0015877380009607,ctr
165,201,201,389,0.0024356939699049,ctr
166,205,205,236,0.0002992529209555,ctr
167,205,205,260,0.0009795733129841,ctr
168,205,205,761,0.0051195247544,ctr
169,236,236,264,0.0027635797702301,ctr
170,236,236,273,1.3925510542169006e-05,ctr
171,236,236,692,0.0023700951482383,ctr
172,236,236,707,0.0030972757194653,ctr
173,236,236,769,0.0012063539701343,ctr
174,250,250,305,0.0009461513805535,ctr
175,250,250,665,0.0003172198789369,ctr
176,250,250,696,0.0019088921950761,ctr
177,264,264,389,0.0059298487487753,ctr
178,264,264,665,0.0117111357449902,ctr
179,264,264,718,0.0062345249450795,ctr
180,267,267,320,0.0041543520069887,ctr
181,267,267,328,0.0013342919478347,ctr
182,293,293,487,0.0018340562485979,ctr
183,305,305,328,0.0003103001065286,ctr
184,316,316,658,0.0169840331789781,ctr
185,316,316,771,0.0107148391311439,ctr
186,317,317,700,0.0018182865154054,ctr
187,319,319,755,-0.0011801977984905,ctr
188,661,661,662,0.0005750324206387,ctr
189,661,661,716,0.0003202308727971,ctr
