,pre,pre.1,post,sp_trans_p,treatment
0,0,0,74,0.0011803693139526,a5ia
1,0,0,403,0.000338653270385,a5ia
2,0,0,510,0.0002473113901834,a5ia
3,0,0,655,0.0023119089045716,a5ia
4,16,16,193,0.0046750076359837,a5ia
5,16,16,277,0.0010541346389228,a5ia
6,16,16,299,0.0024003553758721,a5ia
7,16,16,525,0.0051574149152553,a5ia
8,16,16,649,0.0041095040652625,a5ia
9,16,16,809,0.0017141873475125,a5ia
10,20,20,371,0.0060906623765012,a5ia
11,20,20,793,0.000588051038205,a5ia
12,20,20,795,0.0007752273186395,a5ia
13,20,20,810,0.0005614736754228,a5ia
14,22,22,522,0.0067679692655357,a5ia
15,22,22,580,0.0010374512797211,a5ia
16,22,22,800,0.0036788644795393,a5ia
17,33,33,45,5.416398617376361e-05,a5ia
18,33,33,106,0.0006299463014045,a5ia
19,33,33,147,0.0002431837967716,a5ia
20,33,33,295,0.0005242896315462,a5ia
21,33,33,376,0.0004715968961202,a5ia
22,33,33,482,0.001795118080875,a5ia
23,33,33,811,0.0003719495152216,a5ia
24,33,33,825,0.0002564027638774,a5ia
25,33,33,856,0.0002625011647133,a5ia
26,33,33,860,0.0006901720517447,a5ia
27,33,33,887,0.0007643874559178,a5ia
28,35,35,121,0.0042829171422464,a5ia
29,35,35,544,0.0012453107480074,a5ia
30,35,35,556,0.0019282188434981,a5ia
31,35,35,584,0.0006645649020085,a5ia
32,41,41,53,0.0010555733612386,a5ia
33,41,41,59,0.0010427352481332,a5ia
34,41,41,70,0.0004709777605415,a5ia
35,41,41,116,0.0003954220870788,a5ia
36,41,41,171,0.0004683817215284,a5ia
37,41,41,193,0.0011165662465907,a5ia
38,41,41,202,0.0028363062579013,a5ia
39,41,41,225,0.0063175353463417,a5ia
40,41,41,244,0.0008841507250148,a5ia
41,41,41,353,0.003945787385108,a5ia
42,41,41,371,0.0002512695860982,a5ia
43,41,41,412,0.0031295910577132,a5ia
44,41,41,868,0.0049340247181147,a5ia
45,41,41,919,0.0011814115333877,a5ia
46,43,43,116,0.0027919023956623,a5ia
47,43,43,244,0.0039918712105191,a5ia
48,43,43,435,0.0029341795116266,a5ia
49,43,43,459,0.0017776547959057,a5ia
50,43,43,507,0.0006095176166615,a5ia
51,43,43,809,0.0009664807449676,a5ia
52,43,43,867,0.0150283835929384,a5ia
53,43,43,877,0.0115003613035739,a5ia
54,45,45,291,0.0023313478915871,a5ia
55,45,45,295,0.003937826066585,a5ia
56,45,45,422,0.0079940483222176,a5ia
57,45,45,435,0.0022376478456224,a5ia
58,45,45,515,0.0030419592594438,a5ia
59,45,45,519,0.0001451302327932,a5ia
60,45,45,879,0.000723725697622,a5ia
61,45,45,897,0.0020236968761633,a5ia
62,46,46,299,0.0027521711870188,a5ia
63,46,46,317,0.0030577469883406,a5ia
64,46,46,814,0.0039832123179072,a5ia
65,47,47,167,8.026262467913936e-05,a5ia
66,47,47,194,0.0044620838342229,a5ia
67,47,47,225,0.004068889933794,a5ia
68,47,47,490,0.002341140510671,a5ia
69,47,47,525,0.0047534593018144,a5ia
70,47,47,556,0.0034349531681823,a5ia
71,47,47,851,0.0024761045421915,a5ia
72,47,47,858,0.0011575851116298,a5ia
73,47,47,878,0.0001127413643119,a5ia
74,52,52,91,0.0029529083753683,a5ia
75,52,52,116,0.0004439412362614,a5ia
76,52,52,187,0.0004005623881433,a5ia
77,52,52,202,0.0013255985337419,a5ia
78,52,52,415,0.001428008959402,a5ia
79,52,52,507,-0.0001425544294316,a5ia
80,52,52,598,0.0001102726595405,a5ia
81,52,52,662,0.0031897143430558,a5ia
82,52,52,793,0.00134329791992,a5ia
83,52,52,817,0.0032324030316749,a5ia
84,53,53,147,0.0004375314275166,a5ia
85,53,53,156,0.0037574513224649,a5ia
86,53,53,266,0.0001621555557141,a5ia
87,53,53,506,0.0004001309524727,a5ia
88,53,53,518,0.0001637526084699,a5ia
89,53,53,590,0.0010271150231161,a5ia
