,pre,pre.1,post,sp_trans_p,treatment
84,87,87,435,1.0989791686042557e-05,a5ia
85,90,90,409,0.0006814323885975,a5ia
86,90,90,410,0.0073864249372132,a5ia
87,92,92,370,0.0012601789366775,a5ia
88,93,93,367,0.0015267173434965,a5ia
89,95,95,277,0.000121472793492,a5ia
90,95,95,295,0.0051243294332123,a5ia
91,99,99,367,0.0031560024960568,a5ia
92,102,102,125,0.0004763315454989,a5ia
93,102,102,210,0.0036281507781393,a5ia
94,102,102,233,4.34225706472946e-05,a5ia
95,123,123,400,0.0074935265876761,a5ia
96,125,125,131,0.002529663631335,a5ia
97,125,125,239,0.000319437160817,a5ia
98,125,125,306,0.0010218725552028,a5ia
99,125,125,341,0.0007218877689858,a5ia
100,125,125,364,0.000115998329503,a5ia
101,128,128,251,0.0070616785493079,a5ia
102,131,131,247,0.001040543260911,a5ia
103,207,207,321,0.005116186568455,a5ia
104,207,207,322,0.0005366362597489,a5ia
105,207,207,328,0.0019459332091721,a5ia
106,208,208,251,0.0006703241506517,a5ia
107,210,210,429,0.0087718300351376,a5ia
108,216,216,317,0.0038429701136196,a5ia
109,216,216,434,0.0002225052681794,a5ia
110,233,233,416,0.0006750689856595,a5ia
111,234,234,394,0.0004252704030078,a5ia
112,234,234,410,0.0017170640042165,a5ia
113,234,234,434,9.982061923739792e-05,a5ia
114,235,235,252,0.0008715878453627,a5ia
115,235,235,328,0.0064474239061905,a5ia
116,235,235,350,0.000938776570439,a5ia
117,235,235,417,0.0007111715352526,a5ia
118,239,239,435,0.0026339009384675,a5ia
119,242,242,251,0.0106126091256719,a5ia
120,242,242,311,0.0002365991767719,a5ia
121,242,242,424,5.764326485772561e-05,a5ia
122,245,245,251,0.023754301298036,a5ia
123,245,245,258,0.0014810987404305,a5ia
124,245,245,396,0.0009048347708273,a5ia
125,245,245,403,0.0015160731956059,a5ia
126,245,245,417,0.0006702654686055,a5ia
127,245,245,433,6.363533673201666e-06,a5ia
128,247,247,263,0.0103470527420932,a5ia
129,251,251,263,0.0002409908483412,a5ia
130,251,251,350,0.0010764488265214,a5ia
131,251,251,368,0.0018261939356088,a5ia
132,251,251,369,0.0001990030514064,a5ia
133,251,251,402,0.0008379310332057,a5ia
134,252,252,263,0.0008516235815539,a5ia
135,252,252,346,0.0015778144231938,a5ia
136,252,252,408,0.0026597301616575,a5ia
137,255,255,263,0.0002086408969444,a5ia
138,255,255,328,0.0004044228633572,a5ia
139,255,255,402,0.0001329518678776,a5ia
140,258,258,263,0.0030737559418321,a5ia
141,258,258,322,0.0018497263753018,a5ia
142,259,259,329,0.0019966382173821,a5ia
143,261,261,340,0.0040863243484916,a5ia
144,262,262,263,0.0088434780718206,a5ia
145,262,262,299,0.0004389295266783,a5ia
146,262,262,388,0.0003914873054546,a5ia
147,262,262,400,0.0004913197293412,a5ia
148,262,262,410,7.790237195428457e-05,a5ia
149,262,262,433,0.0010816843983819,a5ia
150,262,262,437,0.0231566133291447,a5ia
151,263,263,303,0.0001774268163532,a5ia
152,263,263,403,7.089275544953921e-05,a5ia
153,277,277,284,0.0015302079606396,a5ia
154,277,277,308,0.0005398085660715,a5ia
155,277,277,342,0.0024638524992172,a5ia
156,277,277,433,0.0002903855744444,a5ia
157,283,283,390,2.4111695508814007e-05,a5ia
158,283,283,393,0.0008884800926975,a5ia
159,283,283,396,0.0031251799136092,a5ia
160,284,284,340,9.173966052399354e-05,a5ia
161,284,284,350,0.0013593625450378,a5ia
162,286,286,416,0.006184603626829,a5ia
163,286,286,426,0.0036337982645241,a5ia
164,295,295,322,0.0030746340850377,a5ia
165,295,295,332,0.0028738726573983,a5ia
166,299,299,424,0.0001458817721143,a5ia
167,299,299,428,0.0010706666710983,a5ia
168,303,303,317,0.0008911397167817,a5ia
169,303,303,367,0.0011707273710944,a5ia
170,308,308,317,0.0016108759373754,a5ia
171,308,308,322,0.0011892280514981,a5ia
172,308,308,352,0.002109837834053,a5ia
173,308,308,363,0.0002668057923832,a5ia
174,308,308,374,0.0016684408897472,a5ia
175,308,308,386,0.004517832100232,a5ia
176,308,308,389,0.0028254139008667,a5ia
177,308,308,410,0.001084067246558,a5ia
178,308,308,424,0.0288186226006165,a5ia
179,311,311,322,0.0022959315859553,a5ia
180,311,311,344,0.0106526078024776,a5ia
181,311,311,424,0.0090951533218439,a5ia
182,315,315,374,0.0095910562425546,a5ia
183,315,315,388,7.245957150318894e-05,a5ia
184,317,317,321,0.0112591892456208,a5ia
185,317,317,417,0.0006280315907651,a5ia
186,317,317,424,0.0046510103813933,a5ia
187,317,317,428,0.0009790009184347,a5ia
188,321,321,367,1.0660223769644315e-05,a5ia
189,321,321,384,0.001203492644108,a5ia
190,322,322,328,0.0068289117907014,a5ia
191,322,322,367,0.00245237758518,a5ia
192,322,322,424,0.0095723801790241,a5ia
193,326,326,352,6.218973307668685e-05,a5ia
194,326,326,393,0.005773664241526,a5ia
195,326,326,396,0.0032805402399073,a5ia
196,327,327,363,0.0064101511434041,a5ia
197,328,328,340,0.0027107642067149,a5ia
198,329,329,413,0.0009848481707502,a5ia
199,332,332,379,0.0006836411454919,a5ia
200,332,332,424,0.0019157809166776,a5ia
201,333,333,367,0.0029067049543381,a5ia
202,340,340,428,0.000644691044661,a5ia
203,340,340,433,0.0516203573877898,a5ia
204,344,344,346,0.000123401305477,a5ia
205,344,344,434,0.0016094161780337,a5ia
206,346,346,352,0.0040371402975536,a5ia
207,350,350,352,0.0084508077921943,a5ia
208,350,350,363,0.0076160539343338,a5ia
209,352,352,363,0.0012585554346381,a5ia
210,352,352,433,0.0089469389175388,a5ia
211,363,363,367,0.0008743071307194,a5ia
212,363,363,424,5.4096112392782586e-05,a5ia
213,364,364,369,0.0003930562209588,a5ia
214,367,367,389,0.0092316540348909,a5ia
215,368,368,402,-0.0002381092510075,a5ia
216,368,368,417,0.0009389223720326,a5ia
217,368,368,433,0.0039116087497728,a5ia
218,369,369,400,0.0006590067833472,a5ia
219,379,379,416,0.0007367003116384,a5ia
220,379,379,430,0.0009438769010468,a5ia
221,379,379,435,0.0032254491406957,a5ia
222,389,389,431,0.0001206149853359,a5ia
223,390,390,409,0.0014452220833305,a5ia
224,390,390,434,0.0005374697066429,a5ia
225,397,397,430,0.001110393695844,a5ia
226,402,402,413,0.0003413828222445,a5ia
227,408,408,430,0.0161307406637567,a5ia
228,409,409,424,0.0004272112073111,a5ia
229,417,417,431,0.0014867213886523,a5ia
230,424,424,433,0.0001853266332258,a5ia
231,424,424,436,0.0007587605306811,a5ia
232,428,428,430,0.0010319974020742,a5ia
233,0,0,40,0.0053930540679011,ctr
234,0,0,55,0.0018935055177079,ctr
235,0,0,125,0.0008463552681661,ctr
236,0,0,298,0.0011473436917086,ctr
237,0,0,376,0.0065662985771477,ctr
238,2,2,58,0.001380005897972,ctr
239,2,2,119,0.000905655607751,ctr
240,2,2,328,0.000308436249238,ctr
241,2,2,333,0.0016875711064566,ctr
242,2,2,394,0.0003127364191384,ctr
243,5,5,246,0.0005276181638161,ctr
244,5,5,370,0.0033284218911658,ctr
245,13,13,15,0.0038885632259931,ctr
246,13,13,55,8.036202691320826e-05,ctr
247,13,13,242,0.0006081451582132,ctr
248,13,13,344,0.000858947258833,ctr
249,13,13,413,0.0041944174870714,ctr
250,14,14,15,0.0010045548725335,ctr
251,14,14,235,0.0038225321287628,ctr
252,14,14,340,0.000246198470303,ctr
253,14,14,350,0.0082267968464888,ctr
254,14,14,369,0.0015808883732915,ctr
255,15,15,76,0.0024266133515631,ctr
256,15,15,252,0.0009128140811119,ctr
257,16,16,55,0.0142156548099009,ctr
258,16,16,131,0.0058142746024749,ctr
259,16,16,247,0.0025266666669326,ctr
260,38,38,40,0.0152402465858039,ctr
261,38,38,55,0.0023437379315305,ctr
262,38,38,57,0.0049040644468191,ctr
263,38,38,84,0.0002721592519664,ctr
264,38,38,416,0.0004134233290321,ctr
265,40,40,55,0.0247014757053734,ctr
266,40,40,57,0.0143786757539285,ctr
267,40,40,73,0.0031286358618216,ctr
268,40,40,81,0.001879699935955,ctr
269,40,40,84,0.0018776454048714,ctr
270,40,40,90,0.000153254814296,ctr
271,40,40,92,0.0006228069498477,ctr
272,40,40,290,0.008432574081904,ctr
273,41,41,123,0.0011930856491611,ctr
274,41,41,322,0.0066097646259378,ctr
275,55,55,73,0.0008793677731745,ctr
276,55,55,81,0.0013698888531648,ctr
277,55,55,84,0.0026247076418152,ctr
278,55,55,87,0.0046232255743073,ctr
279,55,55,308,0.0009116103528796,ctr
280,55,55,315,0.0005935076534967,ctr
281,55,55,332,4.899329466945268e-05,ctr
282,55,55,346,0.0023361565411586,ctr
283,55,55,367,0.0017188411451129,ctr
284,57,57,73,0.0021353265370233,ctr
285,57,57,81,0.0025912099212708,ctr
286,57,57,84,0.0023588648719359,ctr
287,57,57,87,0.0029598228153142,ctr
288,57,57,92,0.000933479802761,ctr
289,57,57,95,2.1360712384350944e-05,ctr
290,57,57,233,0.000709895353329,ctr
291,57,57,394,0.0020190017986317,ctr
292,57,57,416,0.0008895002822949,ctr
293,58,58,81,7.163452055728575e-05,ctr
294,71,71,284,0.000332525410984,ctr
295,71,71,328,0.0049586781768731,ctr
296,73,73,340,7.576306758527371e-05,ctr
297,73,73,397,0.0023633857982036,ctr
298,73,73,426,0.0002758650083906,ctr
299,76,76,252,0.0001810907198,ctr
300,76,76,341,0.0010982013332143,ctr
301,76,76,437,0.0058595536220307,ctr
302,81,81,259,0.0004272532138966,ctr
303,81,81,346,0.0020791655418838,ctr
304,81,81,379,0.0018347101187585,ctr
305,81,81,393,0.0033082733415555,ctr
306,81,81,416,0.000322101314968,ctr
307,84,84,92,0.0004253294959473,ctr
308,84,84,261,0.0007785002768108,ctr
309,84,84,290,4.026011587460188e-05,ctr
310,84,84,367,0.0003102664327364,ctr
311,87,87,92,0.0026902576842842,ctr
312,87,87,394,0.0001120617036886,ctr
313,90,90,284,0.0008062273474996,ctr
314,90,90,322,0.000790144565057,ctr
315,90,90,344,0.0006212070158772,ctr
316,92,92,308,0.000852087068688,ctr
317,92,92,328,0.0006738991961146,ctr
318,92,92,384,0.0022566173993935,ctr
319,95,95,299,0.0008717842191262,ctr
320,95,95,333,0.0004281732829521,ctr
321,99,99,311,0.0009005605820099,ctr
322,99,99,413,0.001876665528968,ctr
323,102,102,262,1.9461262446868188e-05,ctr
324,102,102,299,0.0001579441228315,ctr
325,102,102,428,0.0002467643668143,ctr
326,119,119,234,0.0055108137276467,ctr
327,123,123,417,2.3224003240916724e-05,ctr
328,123,123,426,0.0027872873426569,ctr
329,125,125,131,0.0013255154539205,ctr
330,125,125,286,0.009240656563609,ctr
331,131,131,234,8.292751693038738e-05,ctr
332,131,131,246,0.0009552567271521,ctr
333,131,131,346,0.0002576487069782,ctr
334,208,208,308,0.0032047667591002,ctr
335,233,233,376,0.0006528261952827,ctr
336,233,233,430,0.0004195571550385,ctr
337,233,233,433,0.000256429363931,ctr
338,234,234,367,0.0014229353611295,ctr
339,234,234,404,0.0006041612917301,ctr
340,234,234,416,4.714467561459448e-05,ctr
341,235,235,239,0.0030845128448097,ctr
342,235,235,252,0.0002177223229723,ctr
343,235,235,262,0.0007163537977733,ctr
344,239,239,252,0.0002420148165678,ctr
345,239,239,295,0.0064251326390318,ctr
346,239,239,298,0.000328355693803,ctr
347,239,239,369,0.0001478499928892,ctr
348,239,239,393,0.0007158838347007,ctr
349,242,242,251,0.006066429786669,ctr
350,242,242,311,0.0020874660928628,ctr
351,242,242,367,-0.0005626953816162,ctr
352,242,242,376,0.0044319212022191,ctr
353,242,242,379,0.0034727820379782,ctr
354,242,242,396,0.0018598157413576,ctr
355,242,242,402,0.0095212469207219,ctr
356,245,245,251,0.0242127798792065,ctr
357,245,245,370,0.0006220594255435,ctr
358,245,245,390,8.294930517136617e-05,ctr
359,246,246,251,4.033815007236513e-05,ctr
360,246,246,394,0.0134339554883715,ctr
361,247,247,263,0.0065677604047181,ctr
362,247,247,393,8.26005599366339e-05,ctr
363,247,247,396,0.0063713938392778,ctr
364,251,251,263,0.0006643281632854,ctr
365,251,251,284,0.0002760858220288,ctr
366,251,251,386,0.0015998150973784,ctr
367,252,252,263,0.0015469228054729,ctr
368,252,252,367,0.0026547912080112,ctr
369,252,252,384,0.0082832187622651,ctr
370,255,255,263,0.002685996225256,ctr
371,255,255,295,0.00371700578526,ctr
372,255,255,306,0.0069199358677969,ctr
373,258,258,332,0.0142571832584425,ctr
374,259,259,277,0.000590430533096,ctr
375,259,259,340,0.000255361311693,ctr
376,259,259,341,0.0002660322250019,ctr
377,259,259,380,0.0034535359706023,ctr
378,259,259,436,0.00012097672042,ctr
379,261,261,326,0.0002851960170846,ctr
380,261,261,426,0.0038058443963532,ctr
381,262,262,263,0.0011827664287919,ctr
382,262,262,284,0.0001955546283006,ctr
383,262,262,311,0.0017039032008194,ctr
384,263,263,333,0.0024791596834403,ctr
385,263,263,388,0.0023841107578612,ctr
386,277,277,284,0.0006307514957311,ctr
387,277,277,286,0.0005878020053203,ctr
388,277,277,303,0.0071839022043216,ctr
389,277,277,326,0.0005697527608516,ctr
390,277,277,333,0.001090504929455,ctr
391,283,283,364,0.0005197501766877,ctr
392,283,283,433,0.002499953852273,ctr
393,283,283,436,0.0004315085424138,ctr
394,284,284,424,0.0012421561373159,ctr
395,286,286,400,0.0059038159973889,ctr
396,295,295,424,0.0136840078504775,ctr
397,295,295,434,0.0061741907583472,ctr
398,299,299,311,0.0001270857623288,ctr
399,306,306,311,0.0093034282089305,ctr
400,306,306,404,0.0074521353005947,ctr
401,308,308,317,0.0011165171747997,ctr
402,308,308,332,0.001278958487813,ctr
403,308,308,350,0.0001886503168834,ctr
404,308,308,389,0.0010299592363031,ctr
405,308,308,424,0.019626310892888,ctr
406,311,311,317,0.0026403593837325,ctr
407,311,311,424,0.0112124122399578,ctr
408,315,315,326,0.0005753740630342,ctr
409,315,315,342,0.0240922933313118,ctr
410,315,315,384,0.0006225795810974,ctr
411,315,315,390,0.0005211955031331,ctr
412,315,315,437,0.0098163377734401,ctr
413,317,317,321,0.0066171314198023,ctr
414,317,317,424,0.0050352921712505,ctr
415,321,321,379,0.0032885379194471,ctr
416,322,322,327,0.0042239637255647,ctr
417,322,322,424,0.0099202731005021,ctr
418,328,328,363,0.0010432012047249,ctr
419,328,328,424,9.311913765473052e-05,ctr
420,332,332,350,0.0020925995715228,ctr
421,332,332,352,0.00059857791847,ctr
422,332,332,409,0.0044080325411227,ctr
423,332,332,424,0.0021358644253943,ctr
424,333,333,340,0.0051457289737311,ctr
425,340,340,350,0.000647716487432,ctr
426,340,340,413,0.0006235994290821,ctr
427,340,340,433,0.0765315402354962,ctr
428,344,344,346,0.0010408719752433,ctr
429,344,344,363,0.000377476828953,ctr
430,344,344,393,0.0010430385081236,ctr
431,346,346,379,0.0010566783654614,ctr
432,346,346,397,0.0026519788482729,ctr
433,346,346,430,0.0020029011257658,ctr
434,346,346,433,0.0031589575091908,ctr
435,350,350,363,0.0008246724803357,ctr
436,350,350,367,0.012897697303097,ctr
437,352,352,363,0.0016396840261258,ctr
438,352,352,376,0.0008856017892692,ctr
439,352,352,424,0.0004747454977575,ctr
440,363,363,436,0.0003804843606597,ctr
441,364,364,389,0.0011577002932676,ctr
442,364,364,434,0.0021623869168465,ctr
443,367,367,389,0.0020472059807574,ctr
444,369,369,433,0.0001018290059807,ctr
445,374,374,428,0.0078109169093085,ctr
446,376,376,436,0.0011617424940337,ctr
447,384,384,428,0.0015017011540397,ctr
448,384,384,430,0.0050429001566035,ctr
449,388,388,390,0.0029485495977956,ctr
450,389,389,424,0.0008752649218519,ctr
451,390,390,435,0.0017994253633531,ctr
452,396,396,404,0.0018389020237197,ctr
453,397,397,424,0.0001585706819303,ctr
454,404,404,429,0.0010786934806097,ctr
455,404,404,431,6.575142387932331e-05,ctr
456,417,417,430,0.0045731470007151,ctr
457,424,424,428,0.0002232513362243,ctr
458,424,424,429,0.0002775664035038,ctr
459,430,430,433,0.0022045176139178,ctr
460,430,430,436,0.0008343907147453,ctr
