,node_id,ccs,moduls,treatment,region
0,0,0.4587755746039967,1,ctr,DP
1,0,0.1149994999944443,0,a5ia,DP
2,16,0.3058976210846786,1,ctr,DP
3,16,0.2375879731997021,1,a5ia,DP
4,20,-0.3268138534872609,-1,ctr,DP
5,20,-0.4418192223369314,-1,a5ia,DP
6,21,0.0,0,ctr,DP
7,21,0.0,0,a5ia,DP
8,22,-0.2319202233756414,0,ctr,DP
9,22,0.0,0,a5ia,DP
10,33,0.8010009000100002,1,ctr,DP
11,33,0.7593279925332502,1,a5ia,DP
12,35,-0.6761844020489116,-1,ctr,DP
13,35,-0.3687032078134201,-1,a5ia,DP
14,41,0.0,0,ctr,DP
15,41,-0.818409982333137,-1,a5ia,DP
16,43,0.0053453927265858,0,ctr,DP
17,43,0.0,0,a5ia,DP
18,45,0.356082623140257,0,ctr,DP
19,45,-0.4052956143957155,-1,a5ia,DP
20,46,-0.8329385882065355,-1,ctr,DP
21,46,-0.5872606596023121,-1,a5ia,DP
22,47,0.3398091089900998,0,ctr,DP
23,47,0.1875336392626584,0,a5ia,DP
24,52,0.4084969832998144,0,ctr,DP
25,52,0.508545206057845,1,a5ia,DP
26,53,0.7665485172057466,1,ctr,DP
27,53,0.4631455905065611,1,a5ia,DP
28,54,0.5970248558317315,1,ctr,DP
29,54,-0.1678898654429493,-1,a5ia,DP
30,57,-0.011117012411249,0,ctr,DP
31,57,0.0,0,a5ia,DP
32,59,0.4531143679374214,1,ctr,DP
33,59,0.4744146046067177,1,a5ia,DP
34,64,-0.8415004611162346,-1,ctr,DP
35,64,-0.4797626640296003,-1,a5ia,DP
36,70,-0.0454947277191968,0,ctr,DP
37,70,0.3036900410004555,0,a5ia,DP
38,74,-0.590605673396371,-1,ctr,DP
39,74,-0.6700465560728452,-1,a5ia,DP
40,76,0.4858951766130734,1,ctr,DP
41,76,0.5408393426593628,1,a5ia,DP
42,86,0.4976113067922976,1,ctr,DP
43,86,0.3650907232302581,1,a5ia,DP
44,91,0.4548139423771374,1,ctr,DP
45,91,0.3831224791386571,1,a5ia,DP
46,97,-0.5787477638640429,-1,ctr,DP
47,97,-0.6937349826822822,-1,a5ia,DP
48,98,0.0,0,ctr,DP
49,98,-0.5227035376071817,-1,a5ia,DP
50,99,-0.035587950977233,0,ctr,DP
51,99,0.1564466271847464,0,a5ia,DP
52,100,0.1080509783442038,0,ctr,DP
53,100,0.1667627418082423,0,a5ia,DP
54,106,-0.0450880565339614,0,ctr,DP
55,106,0.0876907521194679,0,a5ia,DP
56,113,-0.5574181935354836,-1,ctr,DP
57,113,-0.3968572984144268,-1,a5ia,DP
58,116,0.6321963577373082,1,ctr,DP
59,116,0.7214769052989478,1,a5ia,DP
60,119,-0.5158235091501016,-1,ctr,DP
61,119,-0.3608551206124512,-1,a5ia,DP
62,120,-0.2574041933799264,-1,ctr,DP
63,120,-0.1128381426460293,0,a5ia,DP
64,121,-0.7547301636684851,-1,ctr,DP
65,121,0.2642282692029911,0,a5ia,DP
66,131,0.0,0,ctr,DP
67,131,0.0,0,a5ia,DP
68,147,0.257129523661374,0,ctr,DP
