,node_id,ccs,moduls,treatment,region
0,5,0.3084803164479605,1,ctr,DP
1,5,0.1055678396426627,0,a5ia,DP
2,9,-0.033766152957255,0,ctr,DP
3,9,-0.0947463860709563,0,a5ia,DP
4,16,-0.2916713735656801,-1,ctr,DP
5,16,0.1186866520739119,0,a5ia,DP
6,20,0.1462922921365793,0,ctr,DP
7,20,0.0741474905276725,0,a5ia,DP
8,21,0.117037300414449,0,ctr,DP
9,21,0.20471249680552,1,a5ia,DP
10,23,-0.0507738974877498,0,ctr,DP
11,23,0.0020795786619851,0,a5ia,DP
12,24,0.0910570117445749,0,ctr,DP
13,24,0.2127921421349126,1,a5ia,DP
14,27,0.0534988166535183,0,ctr,DP
15,27,0.1032984810942343,0,a5ia,DP
16,37,-0.007261858465094,0,ctr,DP
17,37,0.101362904032267,0,a5ia,DP
18,39,-0.1080785342059356,0,ctr,DP
19,39,-0.1163692929921443,0,a5ia,DP
20,41,0.0,0,ctr,DP
21,41,0.0,0,a5ia,DP
22,42,0.1349766108512317,0,ctr,DP
23,42,0.261430904787831,1,a5ia,DP
24,47,-0.0714830164779608,0,ctr,DP
25,47,0.0687234302603362,0,a5ia,DP
26,50,-0.3051681591467272,-1,ctr,DP
27,50,0.2640913787930977,1,a5ia,DP
28,52,0.2069454105045611,0,ctr,DP
29,52,0.2843707152301692,1,a5ia,DP
30,53,-0.0006920076889743,0,ctr,DP
31,53,-0.0685367615195724,0,a5ia,DP
32,55,-0.0659198435538172,0,ctr,DP
33,55,0.0688083200924454,0,a5ia,DP
34,56,-0.0243264925165835,0,ctr,DP
35,56,0.0229824775830842,0,a5ia,DP
36,57,-0.1817922421360237,0,ctr,DP
37,57,0.1038780430893676,0,a5ia,DP
38,59,0.0741710463449593,0,ctr,DP
39,59,0.000558672874143,0,a5ia,DP
40,61,0.3034109267880754,1,ctr,DP
41,61,0.1733699263325148,1,a5ia,DP
42,62,-0.223892709918999,-1,ctr,DP
43,62,-0.1221761056297156,0,a5ia,DP
44,68,0.2219704663385148,0,ctr,DP
45,68,-0.0870956343959377,0,a5ia,DP
46,69,-0.1216906854520605,0,ctr,DP
47,69,0.0853911710130112,0,a5ia,DP
48,70,-0.1324503752764344,0,ctr,DP
