,node_id,ccs,moduls,treatment,region
0,0,0.1905123390259891,1,ctr,DP
1,0,0.3353108367870754,1,a5ia,DP
2,3,0.0213731263680707,0,ctr,DP
3,3,0.2045404948943877,0,a5ia,DP
4,5,0.059376215291281,0,ctr,DP
5,5,0.501391793242147,1,a5ia,DP
6,6,0.0,0,ctr,DP
7,6,0.0,0,a5ia,DP
8,8,-0.1501385570950788,0,ctr,DP
9,8,-0.094841942688252,0,a5ia,DP
10,9,0.1607053411704574,0,ctr,DP
11,9,0.2963668485205391,1,a5ia,DP
12,11,0.0,0,ctr,DP
13,11,0.0,0,a5ia,DP
14,12,0.051513917157729,0,ctr,DP
15,12,0.2742759973501989,1,a5ia,DP
16,13,-0.01582301078948,0,ctr,DP
17,13,0.0272806654413154,0,a5ia,DP
18,17,-4.8889432104801165e-05,0,ctr,DP
19,17,0.2583702328215032,1,a5ia,DP
20,18,0.3654560606228958,1,ctr,DP
21,18,0.1600577784197602,0,a5ia,DP
22,19,0.0738723763597373,0,ctr,DP
23,19,0.4906458960655118,1,a5ia,DP
24,20,0.1385210946788297,0,ctr,DP
25,20,0.2642811586795409,1,a5ia,DP
26,23,0.3431896291280623,1,ctr,DP
27,23,0.156664851831687,0,a5ia,DP
28,30,0.1564830720341337,1,ctr,DP
29,30,0.2904036711519016,1,a5ia,DP
30,33,-0.4360235113723485,-1,ctr,DP
31,33,-0.408679272865627,-1,a5ia,DP
32,35,0.1839656404994857,1,ctr,DP
33,35,0.363852083492918,1,a5ia,DP
34,40,0.1119474660829564,0,ctr,DP
35,40,0.0904227824753608,0,a5ia,DP
36,41,-0.1212541220282357,0,ctr,DP
37,41,-0.3006846859180235,-1,a5ia,DP
38,42,0.0172579060603827,0,ctr,DP
39,42,-0.5085776584876583,-1,a5ia,DP
40,44,0.0086912076800853,0,ctr,DP
41,44,0.3410993455482838,1,a5ia,DP
42,46,0.090437893754375,0,ctr,DP
43,46,0.412961921799131,1,a5ia,DP
44,47,-0.338198424426938,-1,ctr,DP
45,47,-0.3545251037985635,-1,a5ia,DP
46,48,-0.2797700285303219,-1,ctr,DP
47,48,-0.1233720374670829,0,a5ia,DP
48,50,-0.1064843323434899,0,ctr,DP
49,50,0.2395772927523307,1,a5ia,DP
50,51,-0.0600434338884053,0,ctr,DP
51,51,-0.2110973516913579,0,a5ia,DP
52,53,-0.0944081896242815,0,ctr,DP
53,53,0.171315535201757,0,a5ia,DP
54,55,-0.1144132712585695,0,ctr,DP
55,55,-0.0601934424933539,0,a5ia,DP
56,57,-0.627736308181202,-1,ctr,DP
