,node_id,ccs,moduls,treatment,region
0,0,0.5410986364024373,1,ctr,DP
1,0,0.0,0,a5ia,DP
2,2,0.2652891698796653,0,ctr,DP
3,2,-0.0426778075311947,0,a5ia,DP
4,5,0.1374250825009166,0,ctr,DP
5,5,0.4650087223191368,1,a5ia,DP
6,10,0.5587066522961365,1,ctr,DP
7,10,0.3510487894309936,1,a5ia,DP
8,13,0.1170168557428415,0,ctr,DP
9,13,0.3158999544439382,1,a5ia,DP
10,14,0.1802211135679285,0,ctr,DP
11,14,0.5194751052789476,1,a5ia,DP
12,15,0.4038040422671362,1,ctr,DP
13,15,0.257028633651485,1,a5ia,DP
14,16,0.0546512739030433,0,ctr,DP
15,16,0.2804893387704307,0,a5ia,DP
16,18,0.5514367937421526,1,ctr,DP
17,18,0.0052827253636151,0,a5ia,DP
18,30,0.0,0,ctr,DP
19,30,0.0,0,a5ia,DP
20,38,0.1419420215780175,0,ctr,DP
21,38,0.4311292347692752,1,a5ia,DP
22,40,0.5042473805264502,1,ctr,DP
23,40,0.6267167412971254,1,a5ia,DP
24,41,-0.4094251417339306,-1,ctr,DP
25,41,0.0793328814764608,0,a5ia,DP
26,43,0.21932954810609,0,ctr,DP
27,43,0.1708432315914621,0,a5ia,DP
28,48,0.0,0,ctr,DP
29,48,0.0,0,a5ia,DP
30,53,0.0,0,ctr,DP
31,53,0.0,0,a5ia,DP
32,55,0.4582602028911432,1,ctr,DP
33,55,0.579669107434527,1,a5ia,DP
34,57,0.0785982066467405,0,ctr,DP
35,57,0.4128983655373948,1,a5ia,DP
36,58,-0.3861922910254557,0,ctr,DP
37,58,0.0754652829475883,0,a5ia,DP
38,71,-0.2757057300636673,0,ctr,DP
39,71,0.1243818264647384,0,a5ia,DP
40,73,0.4310572339692663,1,ctr,DP
41,73,0.4276674185268725,1,a5ia,DP
42,76,0.5924443604928943,1,ctr,DP
43,76,0.6353807912672342,1,a5ia,DP
44,81,0.3882447582750919,1,ctr,DP
45,81,0.5112625695841064,1,a5ia,DP
46,82,0.0,0,ctr,DP
47,82,0.0,0,a5ia,DP
48,84,0.5348366092956588,1,ctr,DP
49,84,0.0246736074845276,0,a5ia,DP
50,85,0.0,0,ctr,DP
51,85,0.0,0,a5ia,DP
52,87,0.3211120123556928,1,ctr,DP
53,87,0.298229535883732,1,a5ia,DP
54,90,0.2382897587750975,1,ctr,DP
55,90,0.1492701030011444,1,a5ia,DP
56,92,0.3474683052033911,1,ctr,DP
57,92,0.2416017955755064,1,a5ia,DP
58,93,0.2966465475298633,0,ctr,DP
59,93,0.3654151712796809,1,a5ia,DP
60,95,0.0963175146390515,0,ctr,DP
61,95,0.3403437815975733,1,a5ia,DP
62,99,0.587264747386082,1,ctr,IL
63,99,0.4943010477894199,1,a5ia,IL
64,102,0.5496149957221746,1,ctr,IL
65,102,0.4843431593684373,1,a5ia,IL
66,119,0.0,0,ctr,PrL
67,119,0.0,0,a5ia,PrL
68,123,0.1086559548742827,0,ctr,PrL
69,123,-0.0067730256854379,0,a5ia,PrL
70,125,0.5941514905721174,1,ctr,PrL
71,125,0.693472149690552,1,a5ia,PrL
72,128,0.0287352366135499,0,ctr,PrL
73,128,-0.1578869135827448,-1,a5ia,PrL
74,131,0.436092401026678,1,ctr,PrL
75,131,0.5689805442282692,1,a5ia,PrL
76,207,-0.0846460610280187,0,ctr,M2
77,207,0.1699752219469105,1,a5ia,M2
78,208,-0.3194626961924814,-1,ctr,M2
79,208,-0.4179437549306102,-1,a5ia,M2
80,210,-0.7243333814820164,-1,ctr,M2
81,210,-0.5366904076711964,-1,a5ia,M2
82,216,-0.0996631707999612,0,ctr,M2
83,216,-0.4106690074334159,-1,a5ia,M2
84,233,0.1853442816031289,0,ctr,M2
85,233,-0.0481400904454493,0,a5ia,M2
86,234,0.5480340892676585,1,ctr,M2
87,234,0.5872029689218768,1,a5ia,M2
88,235,-0.7196764408493427,-1,ctr,M2
89,235,-0.6408560095112167,-1,a5ia,M2
90,239,0.2840560450671673,0,ctr,M2
91,239,0.3538221535794842,1,a5ia,M2
92,242,0.6189268769652997,1,ctr,M2
93,242,0.4385973177479749,1,a5ia,M2
94,245,0.7206991188790985,1,ctr,M2
95,245,0.5345837175968621,1,a5ia,M2
96,246,0.0,0,ctr,M2
97,246,0.0,0,a5ia,M2
98,247,0.3981333125923621,1,ctr,M2
99,247,0.0162992922143579,0,a5ia,M2
100,251,0.5850456116179068,1,ctr,M2
101,251,0.6604428938099313,1,a5ia,M2
102,252,0.6066587406526739,1,ctr,M2
103,252,0.3342788253202813,1,a5ia,M2
104,255,0.4296643296036622,1,ctr,M2
105,255,0.2840689340992677,1,a5ia,M2
106,258,0.0,0,ctr,M2
107,258,0.7292961669737184,1,a5ia,M2
108,259,0.3572799697774419,0,ctr,M2
109,259,0.494527716974633,1,a5ia,M2
110,261,-0.667807864531828,-1,ctr,M2
111,261,-0.3577599751108345,-1,a5ia,M2
112,262,-0.7700050000555562,-1,ctr,M2
113,262,-0.7071749686107622,-1,a5ia,M2
114,263,-0.0610584562050689,0,ctr,M2
115,263,0.2311639018211313,0,a5ia,M2
116,264,0.0,0,ctr,M2
117,264,0.0,0,a5ia,M2
118,267,-0.2739794141299556,0,ctr,M2
119,267,0.0,0,a5ia,M2
120,273,0.0,0,ctr,M2
121,273,0.0,0,a5ia,M2
122,277,-0.2044271603017811,0,ctr,M2
123,277,-0.2784453160590673,-1,a5ia,M2
124,283,-0.7596568850765009,-1,ctr,M2
125,283,-0.7871731908132312,-1,a5ia,M2
126,284,0.5115652396137734,1,ctr,M2
127,284,0.4183828709207879,1,a5ia,M2
128,286,0.6835862158186662,1,ctr,M2
129,286,0.3871153469579986,1,a5ia,M2
130,290,-0.5994813275703064,-1,ctr,M2
131,290,-0.0903343370481894,0,a5ia,M2
132,295,0.1858056200624451,0,ctr,M2
133,295,-0.2372301914465716,-1,a5ia,M2
134,298,0.0,0,ctr,M2
135,298,0.0,0,a5ia,M2
136,299,0.2357466194068822,1,ctr,M2
137,299,0.2185575395282169,1,a5ia,M2
138,303,-0.7074527494749941,-1,ctr,M2
139,303,-0.2047316081289792,0,a5ia,M2
140,306,0.5265991844353826,1,ctr,M2
141,306,-0.0347092745474949,0,a5ia,M2
142,308,0.5756828409204546,1,ctr,M2
143,308,0.5968257425082502,1,a5ia,M2
144,311,0.6346786075400837,1,ctr,M2
145,311,0.4410302336692629,1,a5ia,M2
146,315,0.5539928221424683,1,ctr,M2
147,315,0.3001771130790341,1,a5ia,M2
148,317,0.6469045211613461,1,ctr,M2
149,317,0.5361241791575462,1,a5ia,M2
150,321,-0.4924903610040111,-1,ctr,M2
151,321,0.1640124890276558,0,a5ia,M2
152,322,0.558595539950444,1,ctr,M2
153,322,0.2806444516050178,1,a5ia,M2
154,326,-0.3712956810631229,-1,ctr,M2
155,326,0.1926319181324237,0,a5ia,M2
156,327,0.0300112556931436,0,ctr,M2
157,327,0.0,0,a5ia,M2
158,328,0.7735117056856188,1,ctr,M2
159,328,0.6241642684918721,1,a5ia,M2
160,329,0.0,0,ctr,M2
161,329,0.5519908275567944,1,a5ia,M2
162,331,0.0,0,ctr,M2
163,331,0.0,0,a5ia,M2
164,332,0.262398915543506,1,ctr,M2
165,332,0.3870096334403715,1,a5ia,M2
166,333,0.4018111784259579,1,ctr,M2
167,333,-0.3491936577073078,-1,a5ia,M2
168,336,0.0,0,ctr,M2
169,336,0.0,0,a5ia,M2
170,338,0.0,0,ctr,M2
171,338,0.0,0,a5ia,M2
172,340,-0.0461867354081712,0,ctr,M2
173,340,0.0248091645462727,0,a5ia,M2
174,341,-0.2566862303153401,0,ctr,M2
175,341,0.2591206568961877,1,a5ia,M2
176,342,-0.0433994997720145,0,ctr,M2
177,342,0.0,0,a5ia,M2
178,344,-0.6615055722841365,-1,ctr,M2
179,344,-0.67297458860654,-1,a5ia,M2
180,346,-0.435091221094825,-1,ctr,M2
181,346,-0.4698776653073923,-1,a5ia,M2
182,350,-0.027335790898267,0,ctr,M2
183,350,0.3562989589651936,1,a5ia,M2
184,351,0.0,0,ctr,M2
185,351,0.0,0,a5ia,M2
186,352,0.2997242524610572,1,ctr,M2
187,352,0.5431652066317666,1,a5ia,M2
188,363,0.6123130257002856,1,ctr,M2
189,363,0.5332925921399126,1,a5ia,M2
190,364,0.6635993733263702,1,ctr,M2
191,364,0.6026183182722421,1,a5ia,M2
192,367,-0.2569921888020978,-1,ctr,M2
193,367,0.3668618540206002,1,a5ia,M2
194,368,0.0,0,ctr,M2
195,368,0.0941247361461473,0,a5ia,M2
196,369,0.4234811497905532,1,ctr,M2
197,369,0.2012129023655818,1,a5ia,M2
